run,discarded,section,pattern,n,nops,param_set,label,segment_size,shortcuts_per_junction,max_skip_level,level_probability,local_interval,sub_interval,t_j,soft_pct,hard_pct,flagged_ratio_limit,min_seg_len_pct,max_suboptimal_segments,min_suboptimal_events_before_global,emergency_hard_segment_ratio,stop_crash_local_sub,block_size,jli_avg_us,jli_min_us,jli_max_us,jli_p50_us,jli_p95_us,jli_p99_us,jli_stddev_us,jli_jitter_us,jli_ci_lo_us,jli_ci_hi_us,sl_avg_us,sl_min_us,sl_max_us,sl_p50_us,sl_p95_us,sl_p99_us,sl_stddev_us,sl_jitter_us,sl_ci_lo_us,sl_ci_hi_us,ratio,win_rate,jli_mem_bytes,sl_mem_bytes,jli_steps_avg,jli_steps_p99,jli_dissolve_rate,jli_rebuild_rate,jli_local_scan,jli_sub_scan,jli_local_rebuild,jli_sub_rebuild,jli_global_rebuild,jli_rebuild_node_touches,jli_effective_cost,jli_efficiency,mem_ratio,repetition,seed,base_seed,repetitions_count,eval_id
2,False,STATIC,sequential,1000000,285714,0,256-16-8-0.50,256,16,8,0.500000,1050,1700,0.212000,0.212000,0.462857,0.291429,0.199000,0.300000,4,0.869430,0.051000,24,0.10427,0.09464,0.11631,0.10327,0.11458,0.11584,0.00529,0.01256,0.10230,0.10625,0.09355,0.08461,0.17484,0.08981,0.10336,0.15523,0.01608,0.06542,0.08755,0.09955,1.149864,0.066667,24793248,32008688,16.29,26.00,0.000000,0.000000,0,0,0,0,0,0,2.585255e+06,3.868091e-07,0.774579,0,44,44,30,1
3,False,STATIC,sequential,1000000,285714,0,256-16-8-0.50,256,16,8,0.500000,1050,1700,0.212000,0.212000,0.462857,0.291429,0.199000,0.300000,4,0.869430,0.051000,24,0.10383,0.08941,0.16409,0.09862,0.14509,0.16238,0.01771,0.06376,0.09722,0.11044,0.09399,0.08022,0.16960,0.08636,0.14483,0.16802,0.02164,0.08166,0.08591,0.10207,1.141961,0.133333,24792928,31993184,16.89,27.00,0.000000,0.000000,0,0,0,0,0,0,2.574235e+06,3.884649e-07,0.774944,0,45,45,30,1
4,False,STATIC,sequential,1000000,285714,0,256-16-8-0.50,256,16,8,0.500000,1050,1700,0.212000,0.212000,0.462857,0.291429,0.199000,0.300000,4,0.869430,0.051000,24,0.11740,0.11013,0.13472,0.11619,0.12910,0.13315,0.00594,0.01696,0.11518,0.11962,0.09845,0.08577,0.19012,0.09086,0.15213,0.18566,0.02415,0.09480,0.08943,0.10746,1.278765,0.100000,24793160,31989336,17.01,27.00,0.000000,0.000000,0,0,0,0,0,0,2.910623e+06,3.435691e-07,0.775045,0,46,46,30,1
5,False,STATIC,sequential,1000000,285714,0,256-16-8-0.50,256,16,8,0.500000,1050,1700,0.212000,0.212000,0.462857,0.291429,0.199000,0.300000,4,0.869430,0.051000,24,0.10356,0.08054,0.23830,0.09650,0.12149,0.20472,0.02716,0.10822,0.09342,0.11370,0.09997,0.08419,0.18305,0.09221,0.14862,0.18008,0.02266,0.08787,0.09151,0.10843,1.046528,0.300000,24792864,31986512,16.57,27.00,0.000000,0.000000,0,0,0,0,0,0,2.567593e+06,3.894698e-07,0.775104,0,47,47,30,1
6,False,STATIC,sequential,1000000,285714,0,256-16-8-0.50,256,16,8,0.500000,1050,1700,0.212000,0.212000,0.462857,0.291429,0.199000,0.300000,4,0.869430,0.051000,24,0.10566,0.08582,0.29086,0.09389,0.16187,0.26098,0.03965,0.16708,0.09086,0.12046,0.09583,0.08189,0.17470,0.09088,0.12028,0.16199,0.01763,0.07112,0.08925,0.10241,1.033206,0.266667,24793032,32003544,17.04,28.00,0.000000,0.000000,0,0,0,0,0,0,2.619662e+06,3.817286e-07,0.774696,0,48,48,30,1
7,False,STATIC,sequential,1000000,285714,0,256-16-8-0.50,256,16,8,0.500000,1050,1700,0.212000,0.212000,0.462857,0.291429,0.199000,0.300000,4,0.869430,0.051000,24,0.10998,0.09363,0.20809,0.10444,0.15930,0.19787,0.02430,0.09343,0.10090,0.11905,0.09229,0.07884,0.17307,0.08838,0.11530,0.15732,0.01747,0.06894,0.08577,0.09882,1.181758,0.100000,24792896,32001824,17.13,29.00,0.000000,0.000000,0,0,0,0,0,0,2.726645e+06,3.667511e-07,0.774734,0,49,49,30,1
8,False,STATIC,sequential,1000000,285714,0,256-16-8-0.50,256,16,8,0.500000,1050,1700,0.212000,0.212000,0.462857,0.291429,0.199000,0.300000,4,0.869430,0.051000,24,0.11188,0.10183,0.13956,0.10972,0.12315,0.13638,0.00707,0.02666,0.10924,0.11451,0.09308,0.08279,0.17967,0.08740,0.13289,0.17446,0.02140,0.08706,0.08509,0.10107,1.255353,0.066667,24792944,31994888,18.33,30.00,0.000000,0.000000,0,0,0,0,0,0,2.773748e+06,3.605230e-07,0.774903,0,50,50,30,1
9,False,STATIC,sequential,1000000,285714,0,256-16-8-0.50,256,16,8,0.500000,1050,1700,0.212000,0.212000,0.462857,0.291429,0.199000,0.300000,4,0.869430,0.051000,24,0.10229,0.08717,0.19327,0.09420,0.15098,0.18992,0.02413,0.09572,0.09328,0.11130,0.10353,0.07859,0.20278,0.09009,0.18967,0.19949,0.03274,0.10940,0.09131,0.11576,1.045677,0.333333,24793200,32001152,15.78,25.00,0.000000,0.000000,0,0,0,0,0,0,2.536183e+06,3.942933e-07,0.774760,0,51,51,30,1
1,False,STATIC,sequential,100000,28571,0,256-16-5-0.50,256,16,5,0.500000,1050,1700,0.212000,0.212000,0.462857,0.291429,0.199000,0.300000,4,0.869430,0.051000,16,0.19131,0.16654,0.22863,0.18935,0.21638,0.22526,0.01873,0.03592,0.18431,0.19830,0.20908,0.18474,0.23337,0.20517,0.22827,0.23203,0.01265,0.02685,0.20436,0.21380,0.922851,0.833333,2480904,3196864,14.70,24.00,0.000000,0.000000,0,0,0,0,0,0,4.746190e+05,2.106953e-06,0.776043,0,43,43,30,1
10,False,STATIC,sequential,100000,28571,0,256-16-5-0.50,256,16,5,0.500000,1050,1700,0.212000,0.212000,0.462857,0.291429,0.199000,0.300000,4,0.869430,0.051000,16,0.17910,0.11118,0.21402,0.17594,0.21271,0.21375,0.01944,0.03781,0.17184,0.18636,0.20190,0.15609,0.22734,0.19909,0.22428,0.22657,0.01342,0.02748,0.19688,0.20691,0.883706,0.900000,2480896,3195112,13.93,22.00,0.000000,0.000000,0,0,0,0,0,0,4.443317e+05,2.250571e-06,0.776466,0,52,52,30,1
